handle,title,style,material,face_shapes,use_cases,vibes,lens_types,tags
corset-2000s-roberto-cavalli-vintage-sunglasses,"""Corset"" 2000s Roberto Cavalli Sunglasses",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern",shield,"style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:shield"
dolce-gabbana,“Adornment” 1990s Dolce & Gabbana Sunglasses,round,wire,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern",shield,"style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:shield"
electric-orange-1980s-zenka-vintage-sunglasses,“Electric Orange” 1980s Zenka Sunglasses,rectangle,wire,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern",,"style:rectangle, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk"
colani-design-1252,1980s Colani Eyeglasses (Frames Only),round,wire,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern",,"style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk"
viennaline-1192,"""Viennaline 1192"" Sunglasses",oval,acetate,,,"luxury, modern, classic",butterfly,"style:oval, material:acetate, vibe:luxury, vibe:modern, vibe:classic, lens:butterfly"
tie-dye-1980s-vintage-sunglasses,"""Tie Dye"" 1980s Sunglasses",oval,acetate,,,"retro, modern, classic",,"style:oval, material:acetate, vibe:retro, vibe:modern, vibe:classic"
vintage-374-japan,“Iris Vision” 1980s Sunglasses,round,wire,"heart, square, diamond","night, casual, at_desk","retro, modern, classic",,"style:round, material:wire, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk"
korea-pink-oval,"""Pink Flowers"" 1970s Corning Sunglasses",oval,acetate,,,"retro, luxury, modern",,"style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern"
oversized-france-1980s,“Iris Inspired” 1980s Sunglasses,round,acetate,"heart, square, diamond","night, casual, at_desk","retro, modern, classic",butterfly,"style:round, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:butterfly"
korea-oversized-1970s,“Movie Goggles” 1970s Sunglasses,round,acetate,"heart, square, diamond","night, casual, at_desk","retro, modern, classic",butterfly,"style:round, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:butterfly"
luxury-law-1980s-jacques-fath-vintage-sunglasses,“Luxury Law” 1980s Jacques Fath Sunglasses,square,acetate,"oval, round","night, going_out, casual, at_desk","retro, luxury, modern",,"style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk"
o-g-ray-ban-1980s-vintage-sunglasses,“O.G. Ray-Ban” 1980s Sunglasses,square,acetate,"oval, round","night, going_out, casual, at_desk","retro, luxury, modern",butterfly,"style:square, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:butterfly"
vintage-silhouette-m3133,"""Locket"" 1990s Silhouette Sunglasses",oval,wire,,,"retro, luxury, modern",tinted,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:tinted"
touch-of-red-1980s-vintage-sunglasses,“Touch of Red” 1980s Sunglasses,cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, modern, classic",,"style:cat_eye, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual"
straight-arrow-1990s,"""Straight Arrow"" 1990s Oxydo Sunglasses",oval,wire,,,"retro, luxury, modern",,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern"
plaid-blue-1980s-kenzo-vintage-sunglasses,"""Plaid Blue"" 1980s Kenzo Sunglasses",oval,wire,,,"retro, luxury, modern",,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern"
classic-1960s-vintage-sunglasses,“Classic” 1960s Sunglasses,oval,,,,"retro, modern, classic",,"style:oval, vibe:retro, vibe:modern, vibe:classic"
euro-wink-1990s,“Euro-wink” 1990s Coyote Vision Sunglasses,oval,wire,,,"retro, luxury, modern",,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern"
floral-ornaments-2000s,"""Floral Ornaments"" Etelunettes Sunglasses",square,,"oval, round","night, going_out, casual, at_desk","retro, luxury, modern",,"style:square, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk"
black-and-blue-1990s,“Black and Blue” 1990s Moda Sunglasses,oval,acetate,,,"retro, luxury, modern",,"style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern"
matrix-in-blue-1990s-wired-sunglasses,“Matrix in Blue” 1990s Wired Sunglasses,oval,wire,,,"retro, luxury, modern",geometric,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:geometric"
ace-of-spades-1990s-anglo-american-sunglasses,“Ace of Spades” 1990s Anglo American Sunglasses,oval,acetate,,,"retro, luxury, modern",,"style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern"
mountain-goggles-1980s-vintage-sunglasses,“Mountain Goggles” 1980s Sunglasses,oval,acetate,,,"retro, modern, classic",shield,"style:oval, material:acetate, vibe:retro, vibe:modern, vibe:classic, lens:shield"
tortoise-pilot-1970s-vintage-sunglasses,“Tortoise Pilot” 1970s vintage Sunglasses,aviator,acetate,"heart, oval, square, diamond","day, going_out, casual, sport","retro, modern, classic",,"style:aviator, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
silver-pilot-2000s,"""Silver Pilot"" 2000s Ray-Ban Sunglasses",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern",,"style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
olive-tree-1990s-sergio-tacchini-vintage-sunglasses,"""Olive Tree"" 1990s Sergio Tacchini Sunglasses",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern",,"style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk"
global-connections-1980s-vintage-sunglasses,“Global Connections” 1980s vintage Sunglasses,cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, modern, classic",,"style:cat_eye, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual"
wired-1990s,“Sydnicated” 1990s Wired Sunglasses,oval,wire,,,"retro, luxury, modern",,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern"
bonita-1990s,"""Bonita"" 1990s",cat_eye,wire,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern",,"style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual"
men-s-sport-taiwan,“Reved Up Engines” 2000s,oval,acetate,,,"retro, modern",,"style:oval, material:acetate, vibe:retro, vibe:modern"
upscale-pilot-dolce-gabbana-vintage-sunglasses,“Upscale Pilot” Dolce & Gabbana Sunglasses,aviator,,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern",,"style:aviator, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
pink-panther-1980s-pink-oval-sunglasses,“Pink Panther” 1980s Sunglasses,oval,acetate,,,"retro, classic, trendy","tinted, butterfly","style:oval, material:acetate, vibe:retro, vibe:classic, vibe:trendy, lens:tinted, lens:butterfly"
nike-white-2000s-vintage-glasses,“Nike White” 2000s Nix Sunglasses (Frames Only),oval,acetate,,,"retro, luxury, modern",shield,"style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern, lens:shield"
gingham_bb_1980s-vintage_roots_224_bronze_metal_brown_gingham_sunglasses_frame,“Gingham BB” 1980s Roots Sunglasses (Frames Only),cat_eye,wire,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern",,"style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual"
art-novaeu-1980s,"""Art Novaeu"" 1980s",square,,"oval, round","night, going_out, casual, at_desk","retro, luxury, modern",custom,"style:square, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:custom"
just-like-honey-1980s-terri-brognan-optyl-vintage-eyeglass-frame,“Just Like Honey” 1980s Terri Brognan Eyeglasses (Frames Only),round,wire,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern",custom,"style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:custom"
ka-bu-ki-1990s,"""KA BU KI"" 1990s",oval,wire,,,"retro, luxury, modern",tinted,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:tinted"
lady-hilton-1980s,"""Lady Hilton"" 1980s",,wire,,,"retro, luxury, modern",,"material:wire, vibe:retro, vibe:luxury, vibe:modern"
metallic-mischief-2000s-1,"""Metallic Mischief"" 2000s",oval,wire,,,"retro, luxury, modern",,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern"
catty-opal-1950s-italian-cat-eye-vintage-sunglasses,"""Catty Opal"" 1950s",cat_eye,acetate,"heart, oval, round, square, diamond","day, going_out, casual","retro, modern",rx,"style:cat_eye, material:acetate, vibe:retro, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:rx"
far-out-1990s,"""Vroom, Vroom"" 1990s",round,wire,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern",tinted,"style:round, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
far-out-1970s,"""Far Out"" 1970s",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, modern, classic","rx, tinted","style:round, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted"
brown-round-1960s,"""Bear With Me"" 1960s",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, modern, classic","rx, tinted","style:round, material:acetate, vibe:retro, vibe:modern, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:rx, lens:tinted"
roboto-neostyle-1970s-neostyle-vintage-sunglasses,"""Roboto Neostyle"" 1970s Neostyle Sunglasses",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern",tinted,"style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted"
superstar,"""Superstar"" 1980s",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern",butterfly,"style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:butterfly"
exclusive-ski-1970s-val-d-iseire-vintage-sunglasses,“Exclusive Ski” 1970s Val d’Iseire Sunglasses,aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern",polarized,"style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:polarized"
blues-clues-1980s,"""Blue's Clues"" 1980s",square,wire,"oval, round","night, going_out, casual, at_desk","retro, luxury, modern",tinted,"style:square, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:oval, face_shape:round, use_case:night, use_case:going_out, use_case:casual, use_case:at_desk, lens:tinted"
gabbana-glow-2000s,"""Gabbana Glow"" 2000s",oval,wire,,,"retro, luxury, modern",tinted,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:tinted"
glamour-gaze-2000s,"""Glamour Gaze"" 2000s",oval,acetate,,,"retro, luxury, modern",,"style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:modern"
bayonetta-2000s,"""Bayonetta"" 2000s",oval,acetate,,,"retro, luxury, classic","rx, tinted","style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:classic, lens:rx, lens:tinted"
dalmation-1960s,"""Dalmation"" 1960s",round,,"heart, square, diamond","night, casual, at_desk","retro, luxury, classic","tinted, butterfly","style:round, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:tinted, lens:butterfly"
sculpted-sophistication-2000s,"""Signature Shell"" 2000s",oval,acetate,,,"retro, luxury, classic",,"style:oval, material:acetate, vibe:retro, vibe:luxury, vibe:classic"
jetsetter-1980s,"""Jetsetter"" 1980s",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, classic",,"style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:classic, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport"
metallic-mischief-2000s,"""Metallic Mischief"" 2000s",oval,wire,,,"retro, luxury, modern",polarized,"style:oval, material:wire, vibe:retro, vibe:luxury, vibe:modern, lens:polarized"
black-n-blue-2000s,"""Black n Blue"" 2000s",oval,,,,"retro, luxury, modern",,"style:oval, vibe:retro, vibe:luxury, vibe:modern"
jetsetter-1990s,"""Jetsetter"" 1990s",aviator,wire,"heart, oval, square, diamond","day, going_out, casual, sport","retro, luxury, modern",tinted,"style:aviator, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, lens:tinted"
tortoise-twist-1980s,"""Tortoise Twist"" 1980s",round,acetate,"heart, square, diamond","night, casual, at_desk","retro, luxury, modern",polarized,"style:round, material:acetate, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:square, face_shape:diamond, use_case:night, use_case:casual, use_case:at_desk, lens:polarized"
green-scene-1980s,"""Green Scene"" 1980s",rectangle,,"heart, oval, round, diamond","day, going_out, casual, sport, at_desk","retro, luxury, modern",polarized,"style:rectangle, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, use_case:sport, use_case:at_desk, lens:polarized"
violet-butterfly-1960s,"""Violet Butterfly"" 1960s",cat_eye,wire,"heart, oval, round, square, diamond","day, going_out, casual","retro, luxury, modern","tinted, butterfly","style:cat_eye, material:wire, vibe:retro, vibe:luxury, vibe:modern, face_shape:heart, face_shape:oval, face_shape:round, face_shape:square, face_shape:diamond, use_case:day, use_case:going_out, use_case:casual, lens:tinted, lens:butterfly"
